APPLICATION_NUMBER,APPLICATION_DATE,CUSTOMER_TYPE,CALCULATION_TYPE,CUSTOMER_DOB,CUSTOMER_AGE,CO_APPLICANT_DOB,CO_APPLICANT_AGE,FINANCE_AMOUNT,TENURE_IN_MONTH,TENURE_IN_YEAR,PARTIAL_FINANCE_AMOUNT,PARTIAL_TENURE,PREMIUM,CREATED_ON
25158739755,2025-07-04,CUSTOMER,FULL,1993-05-07,32,1994-01-01,31,600000,59,5,0,0,8695,"2025-07-10 12:52:36"
25158344557,2025-07-03,CUSTOMER,FULL,2000-08-08,24,1977-10-03,47,600000,60,5,0,0,7491,"2025-07-10 12:52:26"
25155178406,2025-07-10,CUSTOMER,FULL,2002-01-10,23,1977-11-06,47,700000,36,3,0,0,6080,"2025-07-10 12:52:12"
25158815936,2025-07-10,CUSTOMER,FULL,1999-04-14,26,NULL,0,300000,36,3,0,0,2673,"2025-07-10 12:52:12"
25158790007,2025-07-08,CUSTOMER,FULL,1984-07-16,40,1987-04-02,38,400000,24,2,0,0,4829,"2025-07-10 12:52:11"
25158767806,2025-07-07,CUSTOMER,FULL,1987-06-12,38,1998-02-28,27,730000,60,5,0,0,14765,"2025-07-10 12:52:07"
8800125207,2025-07-05,CUSTOMER,FULL,2002-08-11,22,2001-08-05,23,710000,48,4,0,0,7557,"2025-07-10 12:52:07"
25158767266,2025-07-07,CUSTOMER,FULL,1990-01-01,35,1984-01-01,41,340000,48,4,0,0,4113,"2025-07-10 12:51:59"
8800399776,2025-07-10,CUSTOMER,FULL,1999-07-19,25,NULL,0,300000,24,2,0,0,2054,"2025-07-10 12:51:31"
25158281504,2025-07-03,CUSTOMER,FULL,1986-01-01,39,2000-01-01,25,330000,36,3,0,0,4564,"2025-07-10 12:51:23"
8800162623,2025-06-30,CUSTOMER,FULL,2002-03-24,23,NULL,-1,450000,60,5,0,0,5618,"2025-07-10 12:50:51"
8800410304,2025-07-09,CUSTOMER,FULL,1989-01-01,36,NULL,-1,700000,60,5,0,0,12457,"2025-07-10 12:50:44"
25158803502,2025-07-09,CUSTOMER,FULL,1996-01-01,29,2000-01-01,25,350000,48,4,0,0,3854,"2025-07-10 12:50:36"
8800169311,2025-07-08,CUSTOMER,FULL,2000-05-01,25,1997-01-01,28,1070000,59,5,0,0,11591,"2025-07-10 12:50:20"
25158812011,2025-07-10,CUSTOMER,FULL,1984-03-10,41,NULL,0,589400,36,3,0,0,9918,"2025-07-10 12:50:03"
25158761145,2025-07-07,CUSTOMER,FULL,1991-07-08,33,NULL,-1,122000,18,2,0,0,968,"2025-07-10 12:50:02"
8800383862,2025-07-10,CUSTOMER,FULL,1989-01-02,36,1991-01-01,34,790000,60,5,0,0,12949,"2025-07-10 12:49:46"
8800286373,2025-07-03,CUSTOMER,FULL,1988-07-02,37,NULL,-1,650000,60,5,0,0,12311,"2025-07-10 12:49:33"
8800410534,2025-07-09,CUSTOMER,FULL,2005-01-01,20,1986-01-01,39,300000,48,4,0,0,2960,"2025-07-10 12:49:30"
8800402501,2025-06-29,CUSTOMER,FULL,1988-01-01,37,1990-01-01,35,330000,48,4,0,0,4880,"2025-07-10 12:49:25"
25158778174,2025-07-08,CUSTOMER,FULL,1986-01-01,39,NULL,-1,860000,60,5,0,0,16684,"2025-07-10 12:49:14"
25158744120,2025-07-05,CUSTOMER,FULL,1995-01-01,30,NULL,-1,400000,36,3,0,0,3725,"2025-07-10 12:49:10"
25157668929,2025-06-25,CUSTOMER,FULL,1990-05-10,35,NULL,-1,555000,60,5,0,0,9313,"2025-07-10 12:49:07"
25158803507,2025-07-09,CUSTOMER,FULL,1997-09-04,27,NULL,-1,500000,60,5,0,0,6331,"2025-07-10 12:49:06"
25158798776,2025-07-09,CUSTOMER,FULL,1987-01-01,38,NULL,-1,510000,47,4,0,0,7950,"2025-07-10 12:49:01"
25158818209,2025-07-10,CUSTOMER,FULL,1980-01-01,45,NULL,0,90000,18,2,0,0,1637,"2025-07-10 12:48:46"
8800259442,2025-07-09,CUSTOMER,FULL,1981-02-20,44,NULL,-1,150000,30,3,0,0,3238,"2025-07-10 12:48:36"
25158789075,2025-07-08,CUSTOMER,FULL,1991-08-31,33,NULL,-1,579484,72,6,0,0,10244,"2025-07-10 12:48:24"
25158810738,2025-07-09,CUSTOMER,FULL,1989-03-19,36,NULL,-1,390000,42,4,0,0,5610,"2025-07-10 12:48:10"
25158779677,2025-07-08,CUSTOMER,FULL,1989-06-02,36,NULL,-1,670000,60,5,0,0,11923,"2025-07-10 12:47:56"
25158756907,2025-07-07,CO-APPLICANT,FULL,1975-01-01,50,1986-01-01,39,400000,42,4,0,0,7213,"2025-07-10 12:47:51"
25158661325,2025-07-04,CUSTOMER,FULL,1996-06-25,29,1960-11-11,64,930000,48,4,0,0,10305,"2025-07-10 12:47:41"
8800351024,2025-07-10,CUSTOMER,FULL,1998-10-22,26,NULL,0,1044500,60,5,0,0,13102,"2025-07-10 12:47:31"
8800390031,2025-07-10,CUSTOMER,FULL,1990-06-04,35,NULL,0,400000,24,2,0,0,3540,"2025-07-10 12:47:31"
25158807407,2025-07-09,CUSTOMER,FULL,2000-07-05,25,NULL,-1,600000,12,1,0,0,2379,"2025-07-10 12:47:31"
25158815056,2025-07-10,CUSTOMER,FULL,1984-06-07,41,NULL,0,250000,24,2,0,0,3248,"2025-07-10 12:47:28"
25157652926,2025-06-24,CUSTOMER,FULL,1993-06-07,32,1997-01-02,28,110000,24,2,0,0,851,"2025-07-10 12:47:25"
25158791187,2025-07-08,CUSTOMER,FULL,1988-01-01,37,NULL,-1,203000,36,3,0,0,2528,"2025-07-10 12:47:23"
25158468261,2025-07-03,CUSTOMER,FULL,2003-07-10,21,1980-01-01,45,1300000,84,7,0,0,18761,"2025-07-10 12:47:09"
25158790759,2025-07-08,CUSTOMER,FULL,1997-02-04,28,NULL,-1,507000,48,4,0,0,5140,"2025-07-10 12:47:08"
25158817321,2025-07-10,CUSTOMER,FULL,1992-06-01,33,NULL,0,450000,24,2,0,0,3627,"2025-07-10 12:46:48"
8800393807,2025-07-10,CUSTOMER,FULL,2000-01-01,25,NULL,0,328500,42,4,0,0,3121,"2025-07-10 12:46:38"
8800171033,2025-06-30,CUSTOMER,FULL,1994-02-02,31,1998-01-19,27,725000,72,6,0,0,11755,"2025-07-10 12:46:35"
25158769213,2025-07-07,CUSTOMER,FULL,1998-04-02,27,NULL,-1,550000,48,4,0,0,5906,"2025-07-10 12:46:33"
25158798443,2025-07-09,CUSTOMER,FULL,1981-04-23,44,1986-06-15,39,422948,60,5,0,0,13815,"2025-07-10 12:46:23"
25158817151,2025-07-10,CUSTOMER,FULL,1992-11-15,32,NULL,0,1450000,36,3,0,0,13535,"2025-07-10 12:46:11"
25158816411,2025-07-10,CUSTOMER,FULL,1999-11-24,25,1945-01-25,80,943000,72,6,0,0,12719,"2025-07-10 12:46:06"
25158768781,2025-07-07,CUSTOMER,FULL,1991-01-02,34,NULL,-1,550000,42,4,0,0,7146,"2025-07-10 12:46:00"
25158795644,2025-07-09,CUSTOMER,FULL,1997-12-16,27,1965-01-01,60,514000,60,5,0,0,6508,"2025-07-10 12:45:57"
25158810364,2025-07-09,CUSTOMER,FULL,1993-06-01,32,NULL,-1,765000,59,5,0,0,9641,"2025-07-10 12:45:56"
25158815046,2025-07-10,CUSTOMER,FULL,1984-02-10,41,NULL,0,860000,60,5,0,0,19099,"2025-07-10 12:45:46"
25157928339,2025-06-30,CUSTOMER,FULL,1990-01-01,35,NULL,-1,970000,72,6,0,0,17467,"2025-07-10 12:45:45"
8800283894,2025-07-10,CUSTOMER,FULL,1986-01-01,39,NULL,0,350000,24,2,0,0,3726,"2025-07-10 12:45:42"
8800142451,2025-07-09,CUSTOMER,FULL,1981-08-13,43,NULL,-1,285000,24,2,0,0,4335,"2025-07-10 12:45:40"
8800009071,2025-07-02,CUSTOMER,FULL,1991-01-01,34,NULL,-1,722000,48,4,0,0,8401,"2025-07-10 12:45:35"
25158816873,2025-07-10,CUSTOMER,FULL,2000-03-12,25,NULL,0,320000,48,4,0,0,3406,"2025-07-10 12:45:31"
25157812193,2025-06-29,CUSTOMER,FULL,1988-02-08,37,1990-06-20,35,300000,36,3,0,0,3834,"2025-07-10 12:45:22"
25157570755,2025-06-18,CUSTOMER,FULL,1988-11-10,36,1992-01-19,33,371000,60,5,0,0,6602,"2025-07-10 12:45:17"
8800356425,2025-07-09,CUSTOMER,FULL,1994-08-15,30,NULL,-1,587094,60,5,0,0,7919,"2025-07-10 12:45:17"
25157603346,2025-06-20,CUSTOMER,FULL,2004-01-01,21,1975-01-01,50,585000,59,5,0,0,7304,"2025-07-10 12:45:16"
25158745772,2025-07-05,CUSTOMER,FULL,1992-08-06,32,NULL,-1,250000,35,3,0,0,2334,"2025-07-10 12:44:53"
25158662618,2025-07-04,CUSTOMER,FULL,1989-07-10,35,NULL,-1,235000,24,2,0,0,2080,"2025-07-10 12:44:51"
25158810497,2025-07-10,CUSTOMER,FULL,1991-10-13,33,1983-10-10,41,840000,47,4,0,0,10666,"2025-07-10 12:44:44"
25158811789,2025-07-10,CUSTOMER,FULL,2000-09-14,24,1972-12-16,52,550000,60,5,0,0,6867,"2025-07-10 12:44:41"
25158814069,2025-07-10,CUSTOMER,FULL,1982-07-22,42,1989-01-01,36,650000,60,5,0,0,17772,"2025-07-10 12:44:41"
8800409756,2025-07-09,CUSTOMER,FULL,1991-12-12,33,NULL,-1,470000,18,2,0,0,3711,"2025-07-10 12:44:40"
25158769472,2025-07-07,CUSTOMER,FULL,1988-06-02,37,1983-06-07,42,335000,47,4,0,0,4954,"2025-07-10 12:44:16"
25157673017,2025-06-26,CUSTOMER,FULL,1990-01-01,35,NULL,-1,500000,60,5,0,0,7033,"2025-07-10 12:44:14"
8800367157,2025-07-08,CUSTOMER,FULL,1995-05-24,30,1969-05-15,56,550000,60,5,0,0,7419,"2025-07-10 12:44:06"
8800330113,2025-07-07,CUSTOMER,FULL,1996-08-27,28,NULL,-1,1010000,60,5,0,0,11728,"2025-07-10 12:43:57"
8800275231,2025-06-12,CUSTOMER,FULL,1975-06-25,49,NULL,-1,800000,24,2,0,0,17303,"2025-07-10 12:43:46"
25157584810,2025-06-19,CUSTOMER,FULL,2003-01-01,22,1972-01-01,53,750000,60,5,0,0,9364,"2025-07-10 12:43:33"
25157809654,2025-06-29,CUSTOMER,"PARTIAL TENURE",1977-07-03,47,NULL,-1,1320000,84,7,0,2,30825,"2025-07-10 12:43:32"
25158788821,2025-07-08,CUSTOMER,FULL,1968-01-01,57,2002-10-22,22,160000,22,2,0,0,6927,"2025-07-10 12:43:29"
25158794143,2025-07-09,CUSTOMER,FULL,1975-01-01,50,1975-05-20,50,300000,35,3,0,0,11913,"2025-07-10 12:43:29"
25158778770,2025-07-08,CUSTOMER,FULL,1987-10-23,37,NULL,-1,793000,72,6,0,0,17284,"2025-07-10 12:43:19"
25158771677,2025-07-07,CUSTOMER,FULL,1996-08-27,28,1983-01-01,42,278000,48,4,0,0,2818,"2025-07-10 12:43:16"
8800401453,2025-07-08,CUSTOMER,FULL,2005-07-01,20,NULL,-1,845000,60,5,0,0,8695,"2025-07-10 12:43:12"
25158664206,2025-07-04,CUSTOMER,FULL,1991-08-06,33,NULL,-1,875000,60,5,0,0,13247,"2025-07-10 12:43:09"
8800257377,2025-07-09,CUSTOMER,FULL,1978-01-01,47,NULL,-1,900000,60,5,0,0,38880,"2025-07-10 12:43:04"
25158088412,2025-07-02,CUSTOMER,FULL,1998-01-01,27,NULL,-1,730000,36,3,0,0,6332,"2025-07-10 12:43:03"
25157928969,2025-06-30,CUSTOMER,FULL,1997-01-01,28,NULL,-1,680000,60,5,0,0,8739,"2025-07-10 12:42:53"
25158770478,2025-07-09,CUSTOMER,FULL,1993-06-30,32,1992-05-29,33,650000,60,5,0,0,9419,"2025-07-10 12:42:53"
25158813082,2025-07-10,CUSTOMER,FULL,1994-09-07,30,1989-08-05,35,167000,48,4,0,0,1880,"2025-07-10 12:42:41"
8800351837,2025-07-09,CUSTOMER,FULL,1985-07-06,40,NULL,-1,200000,36,3,0,0,3125,"2025-07-10 12:42:37"
25158035848,2025-07-02,CUSTOMER,FULL,2004-11-28,20,NULL,-1,2400000,58,5,0,0,27386,"2025-07-10 12:42:32"
25158786892,2025-07-08,CUSTOMER,FULL,1990-09-20,34,NULL,-1,325000,48,4,0,0,4223,"2025-07-10 12:42:20"
25158815582,2025-07-10,CUSTOMER,FULL,1986-07-20,38,1980-02-01,45,1071000,84,7,0,0,28145,"2025-07-10 12:42:18"
25158783859,2025-07-08,CUSTOMER,FULL,1986-05-20,39,1990-09-06,34,700000,36,3,0,0,10102,"2025-07-10 12:42:11"
25158817818,2025-07-10,CUSTOMER,FULL,1988-05-11,37,NULL,0,650000,30,3,0,0,8223,"2025-07-10 12:42:10"
8800207740,2025-07-09,CUSTOMER,FULL,1988-05-16,37,NULL,-1,450000,36,3,0,0,5751,"2025-07-10 12:41:56"
25157710413,2025-06-28,CUSTOMER,FULL,1997-01-01,28,1982-01-01,43,400000,42,4,0,0,4352,"2025-07-10 12:41:56"
25158511926,2025-07-03,CUSTOMER,FULL,1991-06-20,34,1994-01-16,31,750000,60,5,0,0,11930,"2025-07-10 12:41:56"
25158039381,2025-07-02,CUSTOMER,FULL,1992-01-01,33,1989-01-01,36,530000,60,5,0,0,6905,"2025-07-10 12:41:53"
25157633182,2025-06-23,CUSTOMER,FULL,1994-11-19,30,NULL,-1,880000,60,5,0,0,10561,"2025-07-10 12:41:48"
8800418557,2025-07-09,CUSTOMER,FULL,1984-04-05,41,NULL,-1,460000,30,3,0,0,7741,"2025-07-10 12:41:43"
25158806682,2025-07-09,CUSTOMER,FULL,1998-10-10,26,1991-11-05,33,141900,36,3,0,0,1250,"2025-07-10 12:41:33"
25158816259,2025-07-10,CUSTOMER,FULL,1985-08-28,39,NULL,0,180000,24,2,0,0,1917,"2025-07-10 12:41:19"
8800295832,2025-07-10,CUSTOMER,FULL,1986-01-01,39,NULL,0,500000,36,3,0,0,7281,"2025-07-10 12:41:19"
25158797690,2025-07-09,CUSTOMER,FULL,1992-06-02,33,1986-02-15,39,530000,48,4,0,0,6730,"2025-07-10 12:41:18"
25158711000,2025-07-04,CUSTOMER,FULL,1995-06-18,30,1999-06-05,26,1700000,47,4,0,0,19138,"2025-07-10 12:41:08"
8800356602,2025-07-10,CUSTOMER,FULL,1984-01-01,41,1990-01-27,35,300000,18,2,0,0,3891,"2025-07-10 12:41:08"
8800204292,2025-07-10,CUSTOMER,FULL,1998-11-04,26,1975-08-06,49,626379,48,4,0,0,6675,"2025-07-10 12:41:04"
8800362389,2025-07-02,CUSTOMER,FULL,1999-01-19,26,NULL,-1,420000,48,4,0,0,4476,"2025-07-10 12:41:03"
25158454261,2025-07-03,CUSTOMER,FULL,1985-04-02,40,1975-09-05,49,220000,36,3,0,0,3225,"2025-07-10 12:40:53"
25158798084,2025-07-09,CUSTOMER,FULL,1975-04-06,50,2000-10-10,24,642000,36,3,0,0,25492,"2025-07-10 12:40:38"
25158280022,2025-07-03,CUSTOMER,FULL,1986-12-03,38,NULL,-1,150000,35,3,0,0,2025,"2025-07-10 12:40:37"
25157526415,2025-06-14,CUSTOMER,FULL,1977-02-20,48,NULL,-1,248000,48,4,0,0,9552,"2025-07-10 12:40:34"
25158760834,2025-07-07,CUSTOMER,FULL,1981-01-01,44,NULL,-1,312000,48,4,0,0,7408,"2025-07-10 12:40:33"
25158745679,2025-07-05,CUSTOMER,FULL,1997-12-21,27,NULL,-1,390000,60,5,0,0,4938,"2025-07-10 12:40:20"
8800268904,2025-07-08,CUSTOMER,FULL,1986-10-11,38,NULL,-1,500000,48,4,0,0,7794,"2025-07-10 12:40:16"
25158811494,2025-07-09,CUSTOMER,FULL,1991-08-11,33,2002-04-08,23,260000,48,4,0,0,3234,"2025-07-10 12:40:10"
8800398013,2025-07-10,CUSTOMER,FULL,1978-02-12,47,NULL,0,670000,72,6,0,0,33775,"2025-07-10 12:40:07"
25157583020,2025-06-19,CUSTOMER,FULL,1979-02-10,46,NULL,-1,278000,60,5,0,0,10599,"2025-07-10 12:39:53"
8800139968,2025-07-10,CUSTOMER,FULL,1989-02-03,36,1995-06-05,30,493000,48,4,0,0,7325,"2025-07-10 12:39:50"
25158794010,2025-07-09,CO-APPLICANT,FULL,2000-01-01,25,1978-06-01,47,631000,48,4,0,0,22934,"2025-07-10 12:39:41"
25157954121,2025-07-01,CUSTOMER,FULL,1996-08-02,28,NULL,-1,250000,29,3,0,0,2272,"2025-07-10 12:39:34"
8800272122,2025-07-07,CUSTOMER,FULL,1993-08-31,31,1969-04-02,56,178000,36,3,0,0,1626,"2025-07-10 12:39:31"
8800404752,2025-07-09,CUSTOMER,FULL,1977-04-05,48,NULL,-1,320000,36,3,0,0,10343,"2025-07-10 12:39:22"
25157697370,2025-06-28,CUSTOMER,FULL,1997-01-05,28,NULL,-1,100000,22,2,0,0,704,"2025-07-10 12:39:21"
25158812321,2025-07-09,CUSTOMER,FULL,2002-04-05,23,1996-01-02,29,695000,60,5,0,0,8677,"2025-07-10 12:39:20"
25158817632,2025-07-10,CUSTOMER,"PARTIAL FINANCE AMOUNT",1976-03-15,49,1976-10-15,48,1100000,35,3,550000,0,19600,"2025-07-10 12:39:18"
25158076414,2025-07-02,CUSTOMER,FULL,1998-07-01,27,1992-12-12,32,249999,24,2,0,0,1838,"2025-07-10 12:39:16"
8800432827,2025-07-10,CUSTOMER,FULL,2001-12-15,23,1980-10-16,44,825000,60,5,0,0,10300,"2025-07-10 12:39:14"
25157588491,2025-06-19,CUSTOMER,FULL,1990-02-05,35,1992-01-01,33,550000,48,4,0,0,7717,"2025-07-10 12:39:10"
8800240918,2025-06-11,CUSTOMER,FULL,1985-01-01,40,NULL,-1,400000,48,4,0,0,7746,"2025-07-10 12:39:07"
25158818401,2025-07-10,CUSTOMER,FULL,1999-08-22,25,NULL,0,1480000,72,6,0,0,19962,"2025-07-10 12:38:53"
25158798191,2025-07-09,CUSTOMER,FULL,1977-12-21,47,NULL,-1,1000000,60,5,0,0,41855,"2025-07-10 12:38:50"
25157683264,2025-06-27,CUSTOMER,FULL,1986-01-01,39,1980-01-01,45,888000,72,6,0,0,21817,"2025-07-10 12:38:43"
8800385686,2025-07-05,CUSTOMER,FULL,1986-07-10,38,1987-12-20,37,1100000,48,4,0,0,18523,"2025-07-10 12:38:40"
25158817012,2025-07-10,CUSTOMER,FULL,1987-01-01,38,NULL,0,550000,48,4,0,0,8970,"2025-07-10 12:38:13"
25158657818,2025-07-04,CUSTOMER,FULL,1985-01-01,40,1979-01-01,46,1300000,60,5,0,0,26861,"2025-07-10 12:38:10"
25158814902,2025-07-10,CUSTOMER,FULL,1998-09-24,26,NULL,0,1500000,48,4,0,0,15824,"2025-07-10 12:38:09"
8800190054,2025-07-10,CUSTOMER,FULL,1985-05-10,40,NULL,0,425000,36,3,0,0,6590,"2025-07-10 12:38:08"
25158042208,2025-07-02,CUSTOMER,FULL,1980-01-01,45,NULL,-1,740000,48,4,0,0,19185,"2025-07-10 12:38:02"
25158807644,2025-07-09,CUSTOMER,FULL,2000-05-18,25,NULL,-1,657000,60,5,0,0,8203,"2025-07-10 12:37:56"
25158799440,2025-07-09,CUSTOMER,FULL,1987-03-15,38,NULL,-1,500000,48,4,0,0,8420,"2025-07-10 12:37:55"
25158815502,2025-07-10,CO-APPLICANT,FULL,2000-01-01,25,2003-03-22,22,660000,48,4,0,0,7025,"2025-07-10 12:37:53"
25158808167,2025-07-09,CUSTOMER,FULL,1983-01-01,42,NULL,-1,830000,48,4,0,0,16778,"2025-07-10 12:37:24"
8800361331,2025-07-05,CUSTOMER,FULL,1988-01-01,37,NULL,-1,215000,42,4,0,0,3395,"2025-07-10 12:37:24"
8800361487,2025-07-10,CUSTOMER,FULL,1991-11-07,33,NULL,0,340000,36,3,0,0,3535,"2025-07-10 12:37:12"
25158777151,2025-07-10,CUSTOMER,FULL,1993-11-18,31,NULL,0,600000,84,7,0,0,11144,"2025-07-10 12:37:07"
25158134666,2025-07-02,CUSTOMER,FULL,1989-11-02,35,NULL,-1,490000,48,4,0,0,6875,"2025-07-10 12:37:01"
8800226063,2025-07-08,CUSTOMER,FULL,1981-12-07,43,1987-02-15,38,1200000,60,5,0,0,31152,"2025-07-10 12:36:56"
8800354405,2025-07-03,CO-APPLICANT,FULL,1972-01-10,53,1985-12-15,39,200000,24,2,0,0,2254,"2025-07-10 12:36:39"
25158818239,2025-07-10,CUSTOMER,FULL,1994-01-13,31,NULL,0,390000,48,4,0,0,4575,"2025-07-10 12:36:33"
8800401837,2025-07-08,CUSTOMER,FULL,1980-01-01,45,2001-09-29,23,1480000,60,5,0,0,45774,"2025-07-10 12:36:30"
8800167710,2025-07-10,CUSTOMER,FULL,1990-06-25,35,1993-05-20,32,700000,60,5,0,0,11746,"2025-07-10 12:36:18"
25158759635,2025-07-07,CUSTOMER,FULL,1990-12-10,34,1992-05-01,33,850000,60,5,0,0,13521,"2025-07-10 12:36:18"
25158779771,2025-07-08,CUSTOMER,FULL,1995-04-03,30,1965-06-18,60,395000,60,5,0,0,5328,"2025-07-10 12:36:16"
25158816381,2025-07-10,CUSTOMER,FULL,1986-06-24,39,1980-06-06,45,700000,60,5,0,0,15174,"2025-07-10 12:36:16"
25158770592,2025-07-08,CUSTOMER,FULL,1980-06-03,45,NULL,-1,350000,36,3,0,0,8389,"2025-07-10 12:36:12"
25158768888,2025-07-07,CUSTOMER,FULL,1976-11-16,48,NULL,-1,730000,60,5,0,0,34646,"2025-07-10 12:36:09"
25158792362,2025-07-08,CUSTOMER,FULL,1984-01-01,41,NULL,-1,312000,42,4,0,0,5873,"2025-07-10 12:36:08"
25158039337,2025-07-02,CUSTOMER,FULL,1994-01-01,31,1966-03-10,59,1000000,84,7,0,0,17441,"2025-07-10 12:36:02"
25158803036,2025-07-09,CUSTOMER,FULL,1983-09-19,41,NULL,-1,285000,48,4,0,0,5364,"2025-07-10 12:35:47"
8800388111,2025-07-10,CUSTOMER,FULL,1984-07-26,40,NULL,0,627291,48,4,0,0,12147,"2025-07-10 12:35:45"
25158817408,2025-07-10,CUSTOMER,FULL,1997-02-01,28,NULL,0,545000,72,6,0,0,8104,"2025-07-10 12:35:44"
8800414185,2025-07-09,CUSTOMER,FULL,1998-02-08,27,1973-02-01,52,310000,42,4,0,0,3117,"2025-07-10 12:35:43"
25158414066,2025-07-03,CUSTOMER,"PARTIAL FINANCE AMOUNT",1968-01-01,57,NULL,-1,1200000,23,2,600000,0,25973,"2025-07-10 12:35:29"
25158786831,2025-07-08,CUSTOMER,FULL,1988-06-01,37,NULL,-1,330000,36,3,0,0,4109,"2025-07-10 12:35:27"
25158789041,2025-07-08,CUSTOMER,FULL,2001-11-19,23,1979-08-28,45,620000,36,3,0,0,5458,"2025-07-10 12:35:19"
25158816802,2025-07-10,CUSTOMER,FULL,1978-01-30,47,2000-09-03,24,184000,35,3,0,0,5259,"2025-07-10 12:35:09"
25158042814,2025-07-02,CUSTOMER,FULL,1998-06-24,27,NULL,-1,500000,48,4,0,0,5328,"2025-07-10 12:35:08"
25158803559,2025-07-09,CUSTOMER,FULL,1995-02-20,30,1992-10-08,32,538000,60,5,0,0,7257,"2025-07-10 12:35:07"
25158817177,2025-07-10,CUSTOMER,FULL,1997-04-07,28,NULL,0,334000,54,5,0,0,3879,"2025-07-10 12:35:07"
25155349431,2025-04-08,CUSTOMER,FULL,1979-03-05,46,1988-01-01,37,1896000,47,4,0,0,61503,"2025-07-10 12:34:59"
25158815021,2025-07-10,CUSTOMER,FULL,2003-09-08,21,1988-06-01,37,612000,60,5,0,0,7641,"2025-07-10 12:34:56"
25158771273,2025-07-07,CUSTOMER,FULL,1994-06-19,31,NULL,-1,265000,41,4,0,0,2824,"2025-07-10 12:34:50"
8800396257,2025-07-10,CUSTOMER,FULL,1991-01-15,34,NULL,0,900000,60,5,0,0,14316,"2025-07-10 12:34:50"
25158802227,2025-07-09,CUSTOMER,FULL,1995-11-29,29,1994-12-19,30,554000,60,5,0,0,7270,"2025-07-10 12:34:38"
8800251068,2025-07-03,CUSTOMER,FULL,2000-04-16,25,2001-03-23,24,300000,48,4,0,0,2850,"2025-07-10 12:34:36"
25158756446,2025-07-07,CUSTOMER,FULL,1988-07-15,36,NULL,-1,267000,23,2,0,0,2393,"2025-07-10 12:34:25"
25157934214,2025-07-01,CUSTOMER,FULL,1987-01-01,38,1982-01-01,43,300000,30,3,0,0,4086,"2025-07-10 12:34:17"
8800422055,2025-07-07,CUSTOMER,FULL,1985-01-01,40,NULL,-1,347000,48,4,0,0,6720,"2025-07-10 12:34:05"
25158799191,2025-07-09,CUSTOMER,FULL,2000-03-11,25,1980-05-13,45,623000,48,4,0,0,6631,"2025-07-10 12:34:05"
8800340291,2025-07-10,CUSTOMER,FULL,1993-08-15,31,1967-01-16,58,630000,60,5,0,0,8780,"2025-07-10 12:33:56"
25158777522,2025-07-08,CUSTOMER,FULL,1982-02-04,43,NULL,-1,300000,60,5,0,0,8943,"2025-07-10 12:33:53"
25158809881,2025-07-09,CUSTOMER,FULL,1968-01-01,57,NULL,-1,750000,60,5,0,0,76925,"2025-07-10 12:33:48"
25158459800,2025-07-03,CUSTOMER,FULL,2000-07-12,24,1982-08-28,42,840000,60,5,0,0,9040,"2025-07-10 12:33:46"
25158770087,2025-07-07,CUSTOMER,FULL,1990-09-11,34,1980-01-01,45,560000,48,4,0,0,7454,"2025-07-10 12:33:39"
8800029487,2025-07-02,CUSTOMER,FULL,1986-03-10,39,1999-04-26,26,350000,48,4,0,0,6311,"2025-07-10 12:33:39"
