APPLICATION_NUMBER,APPLICATION_DATE,CUSTOMER_TYPE,CALCULATION_TYPE,CUSTOMER_DOB,CUSTOMER_AGE,CO_APPLICANT_DOB,CO_APPLICANT_AGE,FINANCE_AMOUNT,TENURE_IN_MONTH,TENURE_IN_YEAR,PARTIAL_FINANCE_AMOUNT,PARTIAL_TENURE,PREMIUM,CREATED_ON
25157833846,2025-06-29,CUSTOMER,FULL,1992-04-05,33,NULL,-1,200000,36,3,0,0,2080,"2025-07-02 19:11:27"
8800162680,2025-06-17,CUSTOMER,FULL,1988-01-01,37,1986-07-16,38,320000,36,3,0,0,4048,"2025-07-02 19:10:46"
8800379115,2025-06-27,CUSTOMER,FULL,1981-07-17,43,NULL,-1,315000,36,3,0,0,5676,"2025-07-02 19:09:56"
8800283915,2025-07-02,CUSTOMER,FULL,1995-05-15,30,NULL,0,800000,48,4,0,0,9006,"2025-07-02 19:09:44"
25157688872,2025-06-27,CUSTOMER,FULL,1972-01-01,53,1964-01-01,61,550000,48,4,0,0,34956,"2025-07-02 19:08:21"
25158135697,2025-07-02,CUSTOMER,FULL,1973-01-01,52,1984-01-01,41,600000,48,4,0,0,34239,"2025-07-02 19:07:54"
25157666907,2025-07-02,CUSTOMER,FULL,1988-01-05,37,NULL,0,350000,60,5,0,0,6629,"2025-07-02 19:07:02"
25158136226,2025-07-02,CUSTOMER,FULL,1987-05-31,38,NULL,0,717000,60,5,0,0,13089,"2025-07-02 19:06:58"
25158047434,2025-07-02,CUSTOMER,FULL,1985-12-25,39,1988-01-01,37,757000,60,5,0,0,14686,"2025-07-02 19:06:38"
25158074626,2025-07-02,CUSTOMER,FULL,2003-06-23,22,NULL,0,1000000,60,5,0,0,12485,"2025-07-02 19:05:54"
25158042861,2025-07-02,CUSTOMER,FULL,1990-01-01,35,1988-01-01,37,650000,48,4,0,0,8867,"2025-07-02 19:05:40"
8800386360,2025-07-02,CUSTOMER,FULL,1999-10-22,25,1974-07-25,50,1000000,60,5,0,0,10833,"2025-07-02 19:03:04"
25158133211,2025-07-02,CUSTOMER,FULL,1997-11-16,27,NULL,0,1700000,84,7,0,0,27402,"2025-07-02 19:00:59"
25158122414,2025-07-02,CUSTOMER,FULL,1986-03-28,39,NULL,0,700000,48,4,0,0,12622,"2025-07-02 19:00:58"
25158042326,2025-07-02,CUSTOMER,FULL,1986-07-01,39,NULL,0,785000,60,5,0,0,15229,"2025-07-02 19:00:56"
25158059373,2025-07-02,CUSTOMER,FULL,1989-01-01,36,NULL,0,350000,42,4,0,0,4928,"2025-07-02 19:00:25"
25157951751,2025-07-02,CUSTOMER,FULL,1985-05-25,40,1988-01-15,37,450000,60,5,0,0,10498,"2025-07-02 18:59:54"
25157689392,2025-06-27,CUSTOMER,FULL,1990-01-01,35,1998-05-26,27,150000,24,2,0,0,1282,"2025-07-02 18:59:24"
25158137805,2025-07-02,CUSTOMER,FULL,1995-12-09,29,NULL,0,75000,12,1,0,0,553,"2025-07-02 18:59:10"
8800387244,2025-07-02,CUSTOMER,FULL,2001-03-08,24,1980-01-01,45,700000,84,7,0,0,10392,"2025-07-02 18:58:38"
8800370766,2025-06-30,CUSTOMER,FULL,2001-06-05,24,1973-10-01,51,287000,48,4,0,0,2706,"2025-07-02 18:58:36"
8800238646,2025-07-02,CUSTOMER,FULL,1970-08-01,54,NULL,0,400000,35,3,0,0,21972,"2025-07-02 18:53:43"
25157931135,2025-06-30,CUSTOMER,FULL,1986-01-01,39,1958-03-01,67,1250000,72,6,0,0,31919,"2025-07-02 18:53:34"
8800233471,2025-07-02,CUSTOMER,FULL,2005-02-12,20,NULL,0,450000,21,2,0,0,2618,"2025-07-02 18:53:00"
25158135807,2025-07-02,CUSTOMER,FULL,1974-09-20,50,1984-06-11,41,1250000,60,5,0,0,69178,"2025-07-02 18:52:03"
25158094475,2025-07-02,CUSTOMER,FULL,2003-02-16,22,1970-01-01,55,2000000,84,7,0,0,29194,"2025-07-02 18:50:36"
8800274884,2025-07-02,CUSTOMER,FULL,1982-01-01,43,2000-06-20,25,1210000,72,6,0,0,42777,"2025-07-02 18:50:25"
25158055360,2025-07-02,CUSTOMER,FULL,1973-05-10,52,NULL,0,337000,48,4,0,0,18563,"2025-07-02 18:50:11"
25158136194,2025-07-02,CUSTOMER,FULL,1996-05-07,29,NULL,0,500000,55,5,0,0,6561,"2025-07-02 18:49:46"
25158136510,2025-07-02,CUSTOMER,FULL,1992-11-12,32,1982-12-09,42,350000,60,5,0,0,4899,"2025-07-02 18:49:23"
25157937374,2025-07-01,CUSTOMER,FULL,1984-10-18,40,1989-06-01,36,699000,48,4,0,0,13536,"2025-07-02 18:48:46"
25158037378,2025-07-02,CUSTOMER,FULL,1991-04-04,34,1963-07-15,61,1280000,72,6,0,0,23820,"2025-07-02 18:47:35"
8800211648,2025-06-30,CUSTOMER,FULL,2003-01-01,22,1990-01-01,35,310000,47,4,0,0,3143,"2025-07-02 18:47:17"
8800198517,2025-06-30,CUSTOMER,FULL,2000-07-18,24,NULL,-1,616000,48,4,0,0,5808,"2025-07-02 18:46:56"
25157625587,2025-06-22,CUSTOMER,FULL,2001-09-28,23,NULL,-1,310000,42,4,0,0,2901,"2025-07-02 18:46:39"
25157970971,2025-07-01,CUSTOMER,FULL,1976-04-09,49,1979-01-01,46,1350000,84,7,0,0,92968,"2025-07-02 18:46:34"
8800379933,2025-07-02,CUSTOMER,FULL,1985-01-01,40,NULL,0,900000,12,1,0,0,6096,"2025-07-02 18:45:53"
25157663173,2025-06-25,CUSTOMER,FULL,2001-05-02,24,1998-02-14,27,677000,60,5,0,0,8093,"2025-07-02 18:44:13"
8800292166,2025-06-26,CUSTOMER,FULL,1995-03-06,30,1962-06-29,62,325000,48,4,0,0,3659,"2025-07-02 18:44:12"
8800312167,2025-06-27,CUSTOMER,FULL,1967-01-01,58,2002-08-20,22,165000,24,2,0,0,9831,"2025-07-02 18:43:58"
25158133105,2025-07-02,CUSTOMER,FULL,1978-04-09,47,NULL,0,2100000,83,7,0,0,120109,"2025-07-02 18:41:29"
25158042286,2025-07-02,CUSTOMER,FULL,2007-01-01,18,1985-01-01,40,880000,72,6,0,0,10789,"2025-07-02 18:41:28"
25158064923,2025-07-02,CUSTOMER,FULL,1999-07-01,26,NULL,0,695000,60,5,0,0,7898,"2025-07-02 18:39:20"
25157986308,2025-07-01,CUSTOMER,FULL,1977-05-11,48,NULL,-1,950000,36,3,0,0,29763,"2025-07-02 18:38:59"
25158135062,2025-07-02,CUSTOMER,FULL,1994-09-04,30,1960-01-01,65,600000,48,4,0,0,6819,"2025-07-02 18:37:26"
25157933640,2025-06-30,CUSTOMER,FULL,1994-06-04,31,1989-09-21,35,655000,60,5,0,0,9128,"2025-07-02 18:37:24"
25158082722,2025-07-02,CUSTOMER,FULL,1988-01-01,37,1985-02-05,40,990000,60,5,0,0,17091,"2025-07-02 18:37:20"
25158042949,2025-07-02,CUSTOMER,FULL,1981-01-01,44,2001-05-26,24,900000,60,5,0,0,28717,"2025-07-02 18:37:10"
8800261083,2025-06-26,CUSTOMER,FULL,1982-06-26,43,NULL,-1,500000,36,3,0,0,9924,"2025-07-02 18:37:03"
25158126393,2025-07-02,CUSTOMER,FULL,2001-09-13,23,NULL,0,300000,36,3,0,0,2425,"2025-07-02 18:35:32"
25158133551,2025-07-02,CUSTOMER,FULL,2001-03-20,24,1974-07-11,50,500000,30,3,0,0,4402,"2025-07-02 18:35:30"
25157696864,2025-06-28,CUSTOMER,FULL,1981-07-15,43,NULL,-1,250000,24,2,0,0,3756,"2025-07-02 18:35:27"
8800361203,2025-07-02,CUSTOMER,FULL,1990-02-06,35,NULL,0,312000,48,4,0,0,3774,"2025-07-02 18:34:18"
8800346216,2025-06-28,CUSTOMER,FULL,1995-06-18,30,NULL,-1,330000,42,4,0,0,3443,"2025-07-02 18:33:49"
25158006332,2025-07-01,CUSTOMER,FULL,2004-01-24,21,NULL,-1,225000,48,4,0,0,2063,"2025-07-02 18:33:37"
25158059455,2025-07-02,CUSTOMER,FULL,1983-08-15,41,1988-12-17,36,854100,84,7,0,0,29581,"2025-07-02 18:32:48"
25158069679,2025-07-02,CUSTOMER,FULL,1993-07-20,31,1962-03-07,63,930000,60,5,0,0,12961,"2025-07-02 18:31:51"
25158038316,2025-07-02,CUSTOMER,FULL,2001-03-07,24,NULL,0,195001,24,2,0,0,1324,"2025-07-02 18:31:39"
8800254208,2025-06-26,CUSTOMER,FULL,1982-06-01,43,NULL,-1,446000,36,3,0,0,8816,"2025-07-02 18:31:20"
25157968946,2025-07-01,CUSTOMER,FULL,1989-01-01,36,1994-06-01,31,500000,48,4,0,0,7429,"2025-07-02 18:31:00"
8800324169,2025-07-01,CUSTOMER,FULL,1991-05-06,34,1968-07-01,57,265000,42,4,0,0,3084,"2025-07-02 18:30:06"
8800398029,2025-07-02,CUSTOMER,FULL,1973-01-01,52,NULL,0,400000,42,4,0,0,23275,"2025-07-02 18:29:58"
25158126555,2025-07-02,CUSTOMER,FULL,1988-05-16,37,NULL,0,1060000,71,6,0,0,23103,"2025-07-02 18:28:17"
25156763713,2025-06-01,CUSTOMER,FULL,2001-07-15,23,1981-01-01,44,560000,48,4,0,0,5961,"2025-07-02 18:27:35"
25157847618,2025-06-29,CUSTOMER,FULL,1996-06-30,28,NULL,-1,160000,36,3,0,0,1454,"2025-07-02 18:27:30"
25158132089,2025-07-02,CUSTOMER,FULL,2001-08-22,23,1988-12-20,36,983000,84,7,0,0,14453,"2025-07-02 18:26:54"
25158126799,2025-07-02,CUSTOMER,FULL,1995-03-07,30,NULL,0,250000,30,3,0,0,2242,"2025-07-02 18:26:22"
8800217994,2025-06-27,CUSTOMER,"PARTIAL FINANCE AMOUNT",1979-04-05,46,1987-12-21,37,300000,36,3,225000,0,5887,"2025-07-02 18:25:37"
25158038638,2025-07-02,CUSTOMER,FULL,2000-06-24,25,1979-01-01,46,1000000,60,5,0,0,12485,"2025-07-02 18:24:51"
8800399537,2025-06-30,CUSTOMER,FULL,2000-10-20,24,NULL,-1,200000,30,3,0,0,1754,"2025-07-02 18:24:44"
25157988465,2025-07-01,CUSTOMER,FULL,1998-01-01,27,1970-01-01,55,550000,59,5,0,0,6964,"2025-07-02 18:24:43"
8800378335,2025-07-02,CUSTOMER,FULL,1998-10-16,26,NULL,0,565000,60,5,0,0,7088,"2025-07-02 18:24:05"
8800357493,2025-07-02,CUSTOMER,FULL,1990-02-25,35,NULL,0,750000,84,7,0,0,17001,"2025-07-02 18:24:03"
25158134052,2025-07-02,CUSTOMER,FULL,1979-05-26,46,NULL,0,200000,23,2,0,0,3316,"2025-07-02 18:23:36"
25157806373,2025-06-29,CUSTOMER,FULL,2000-05-12,25,1980-01-01,45,875000,60,5,0,0,9479,"2025-07-02 18:23:07"
25158042638,2025-07-02,CUSTOMER,FULL,1979-03-22,46,1980-06-01,45,1760000,47,4,0,0,57092,"2025-07-02 18:22:44"
25158130315,2025-07-02,CUSTOMER,FULL,1978-01-01,47,NULL,0,665000,60,5,0,0,28728,"2025-07-02 18:22:36"
25157925519,2025-06-30,CUSTOMER,FULL,1998-05-15,27,NULL,-1,78000,12,1,0,0,324,"2025-07-02 18:22:07"
25157666450,2025-06-25,CUSTOMER,FULL,1992-02-06,33,NULL,-1,530000,35,3,0,0,5479,"2025-07-02 18:22:00"
25158127060,2025-07-02,CUSTOMER,FULL,1966-01-01,59,1980-01-01,45,900000,60,5,0,0,105404,"2025-07-02 18:21:32"
8800116566,2025-06-28,CUSTOMER,FULL,1988-10-10,36,NULL,-1,570000,60,5,0,0,10143,"2025-07-02 18:21:23"
8800372030,2025-07-02,CUSTOMER,FULL,1992-12-16,32,NULL,0,935000,48,4,0,0,11376,"2025-07-02 18:21:13"
25158055419,2025-07-02,CUSTOMER,FULL,1990-11-28,34,NULL,0,608000,60,5,0,0,9672,"2025-07-02 18:21:07"
25158126389,2025-07-02,CUSTOMER,FULL,1975-01-01,50,NULL,0,331000,42,4,0,0,15327,"2025-07-02 18:19:55"
25157910499,2025-06-30,CUSTOMER,FULL,2005-11-21,19,1986-02-05,39,350000,23,2,0,0,2384,"2025-07-02 18:18:57"
25158130898,2025-07-02,CUSTOMER,FULL,1986-01-01,39,NULL,0,994000,60,5,0,0,19283,"2025-07-02 18:17:52"
8800370818,2025-06-29,CUSTOMER,FULL,1991-03-20,34,NULL,-1,302000,48,4,0,0,3514,"2025-07-02 18:17:30"
25157927981,2025-06-30,CUSTOMER,FULL,1995-12-31,29,NULL,-1,200000,36,3,0,0,1820,"2025-07-02 18:17:15"
25158100597,2025-07-02,CUSTOMER,FULL,2000-12-18,24,1998-08-29,26,265000,36,3,0,0,2164,"2025-07-02 18:16:37"
25158133287,2025-07-02,CUSTOMER,FULL,1992-08-16,32,1974-01-01,51,535000,60,5,0,0,7753,"2025-07-02 18:16:14"
25158070211,2025-07-02,CUSTOMER,FULL,1995-04-18,30,NULL,0,325000,35,3,0,0,3026,"2025-07-02 18:16:05"
25157822075,2025-06-29,CUSTOMER,FULL,1986-02-21,39,NULL,-1,314000,36,3,0,0,4343,"2025-07-02 18:15:49"
8800378801,2025-06-30,CUSTOMER,FULL,1997-02-04,28,NULL,-1,590000,60,5,0,0,6851,"2025-07-02 18:15:45"
25158039322,2025-07-02,CUSTOMER,FULL,1986-06-11,39,NULL,0,300000,36,3,0,0,4330,"2025-07-02 18:15:42"
25158044380,2025-07-02,CUSTOMER,FULL,1988-01-21,37,1984-01-01,41,410000,60,5,0,0,7407,"2025-07-02 18:15:27"
8800290751,2025-06-12,CUSTOMER,FULL,1976-01-01,49,NULL,-1,75000,24,2,0,0,2064,"2025-07-02 18:15:24"
8800167892,2025-07-02,CUSTOMER,FULL,1988-07-15,36,1968-01-17,57,300000,48,4,0,0,4457,"2025-07-02 18:15:23"
8800274106,2025-06-26,CUSTOMER,FULL,1983-01-01,42,NULL,-1,185000,24,2,0,0,2596,"2025-07-02 18:13:52"
25157680039,2025-06-27,CUSTOMER,FULL,1984-02-05,41,NULL,-1,910000,84,7,0,0,31517,"2025-07-02 18:12:27"
25158070664,2025-07-02,CUSTOMER,FULL,1997-08-07,27,NULL,0,420000,36,3,0,0,3713,"2025-07-02 18:12:12"
8800327418,2025-07-02,CUSTOMER,FULL,1994-08-12,30,1997-06-28,28,790000,60,5,0,0,10656,"2025-07-02 18:11:48"
25157686408,2025-06-28,CUSTOMER,FULL,1998-10-18,26,NULL,-1,130000,24,2,0,0,952,"2025-07-02 18:11:35"
25157916743,2025-06-30,CUSTOMER,FULL,2005-08-23,19,NULL,-1,754000,48,4,0,0,6647,"2025-07-02 18:10:47"
8800349660,2025-06-25,CUSTOMER,FULL,2006-01-01,19,1983-01-01,42,320000,36,3,0,0,2436,"2025-07-02 18:10:43"
8800365078,2025-06-30,CUSTOMER,FULL,2000-10-11,24,NULL,-1,278000,48,4,0,0,2622,"2025-07-02 18:09:18"
8800284985,2025-06-19,CUSTOMER,FULL,1985-01-01,40,NULL,-1,321000,42,4,0,0,5637,"2025-07-02 18:08:52"
25158130920,2025-07-02,CUSTOMER,FULL,1991-01-01,34,1984-06-01,41,1030000,60,5,0,0,13905,"2025-07-02 18:08:36"
25157683515,2025-06-28,CUSTOMER,FULL,1982-01-01,43,1987-01-01,38,560000,60,5,0,0,16692,"2025-07-02 18:07:28"
25157620750,2025-06-21,CUSTOMER,FULL,1980-07-06,44,1945-10-12,79,310000,36,3,0,0,6691,"2025-07-02 18:06:50"
25158071713,2025-07-02,CUSTOMER,FULL,1998-02-12,27,1970-07-09,54,930000,36,3,0,0,8066,"2025-07-02 18:06:48"
25158033722,2025-07-02,CUSTOMER,FULL,1987-11-07,37,1980-01-01,45,1300000,60,5,0,0,22443,"2025-07-02 18:05:58"
25158057021,2025-07-02,CUSTOMER,FULL,1991-02-01,34,1969-03-05,56,3152000,48,4,0,0,40951,"2025-07-02 18:05:20"
8800137044,2025-06-23,CUSTOMER,FULL,1988-03-08,37,NULL,-1,600000,60,5,0,0,11364,"2025-07-02 18:05:01"
25158127517,2025-07-02,CUSTOMER,FULL,2001-01-01,24,NULL,0,366000,36,3,0,0,2989,"2025-07-02 18:03:17"
8800327022,2025-07-02,CUSTOMER,FULL,1988-01-01,37,NULL,0,650000,60,5,0,0,12311,"2025-07-02 18:02:47"
25157688244,2025-06-27,CUSTOMER,FULL,1981-06-03,44,NULL,-1,2550000,60,5,0,0,81364,"2025-07-02 18:01:56"
8800118528,2025-07-02,CUSTOMER,FULL,1969-01-01,56,NULL,0,150000,24,2,0,0,6040,"2025-07-02 18:01:05"
25158092466,2025-07-02,CUSTOMER,FULL,2000-06-05,25,NULL,0,400000,48,4,0,0,4258,"2025-07-02 18:01:04"
8800189516,2025-07-02,CUSTOMER,FULL,1986-02-10,39,NULL,0,500000,36,3,0,0,7216,"2025-07-02 18:00:25"
25157499910,2025-06-12,CUSTOMER,FULL,1980-09-08,44,NULL,-1,1000000,48,4,0,0,26940,"2025-07-02 17:59:43"
25158043037,2025-07-02,CUSTOMER,FULL,1995-07-15,29,1967-07-15,57,700000,60,5,0,0,9186,"2025-07-02 17:59:19"
8800150231,2025-06-05,CUSTOMER,FULL,1991-09-05,33,1967-05-04,58,1965000,60,5,0,0,29749,"2025-07-02 17:57:59"
25158063304,2025-07-02,CUSTOMER,FULL,2005-10-17,19,1987-01-01,38,152000,24,2,0,0,964,"2025-07-02 17:57:49"
8800372562,2025-07-02,CUSTOMER,FULL,1995-08-26,29,NULL,0,580000,60,5,0,0,7611,"2025-07-02 17:57:22"
25158042161,2025-07-02,CUSTOMER,FULL,1973-06-02,52,NULL,0,250000,48,4,0,0,14267,"2025-07-02 17:56:53"
8800123103,2025-07-02,CUSTOMER,FULL,1978-01-01,47,NULL,0,283000,36,3,0,0,8279,"2025-07-02 17:56:17"
25158044337,2025-07-02,CUSTOMER,FULL,1990-05-05,35,NULL,0,1400000,60,5,0,0,23492,"2025-07-02 17:55:05"
25157930780,2025-06-30,CUSTOMER,FULL,2001-03-08,24,1980-01-01,45,700000,84,7,0,0,10392,"2025-07-02 17:54:40"
25157667158,2025-06-25,CO-APPLICANT,FULL,1964-04-15,61,1991-08-06,33,264000,36,3,0,0,2530,"2025-07-02 17:54:34"
25158067611,2025-07-02,CUSTOMER,FULL,1990-01-01,35,NULL,0,250000,36,3,0,0,2561,"2025-07-02 17:54:30"
8800365077,2025-06-30,CUSTOMER,FULL,1976-01-01,49,NULL,-1,472000,48,4,0,0,19962,"2025-07-02 17:53:40"
8800214189,2025-06-28,CUSTOMER,FULL,1991-01-22,34,NULL,-1,240000,30,3,0,0,2600,"2025-07-02 17:53:24"
8800392752,2025-07-02,CUSTOMER,FULL,1983-04-16,42,NULL,0,525000,60,5,0,0,14354,"2025-07-02 17:52:43"
8800126967,2025-07-02,CUSTOMER,FULL,2002-02-13,23,NULL,0,1200000,30,3,0,0,10422,"2025-07-02 17:52:00"
25157933407,2025-06-30,CUSTOMER,FULL,2003-10-20,21,1978-06-19,47,620000,84,7,0,0,10016,"2025-07-02 17:51:34"
8800352158,2025-06-26,CUSTOMER,FULL,1983-06-14,42,NULL,-1,850000,60,5,0,0,23240,"2025-07-02 17:51:14"
25157661547,2025-06-25,CUSTOMER,FULL,1995-03-05,30,1993-05-07,32,380000,60,5,0,0,4982,"2025-07-02 17:50:46"
25158132171,2025-07-02,CUSTOMER,FULL,1971-01-01,54,NULL,0,337000,48,4,0,0,21729,"2025-07-02 17:50:09"
25158126270,2025-07-02,CUSTOMER,FULL,1974-01-22,51,NULL,0,178000,24,2,0,0,6041,"2025-07-02 17:48:25"
8800382506,2025-07-01,CUSTOMER,FULL,1979-08-08,45,NULL,-1,80000,36,3,0,0,1896,"2025-07-02 17:47:13"
8800379878,2025-07-01,CUSTOMER,FULL,1990-07-07,34,NULL,-1,200000,24,2,0,0,1639,"2025-07-02 17:47:09"
25158130718,2025-07-02,CUSTOMER,FULL,1984-01-19,41,NULL,0,140000,36,3,0,0,2345,"2025-07-02 17:46:27"
25158039489,2025-07-02,CUSTOMER,FULL,1997-01-02,28,NULL,0,320000,36,3,0,0,2791,"2025-07-02 17:46:25"
25158129455,2025-07-02,CUSTOMER,FULL,2001-06-12,24,NULL,0,587000,54,5,0,0,6318,"2025-07-02 17:46:03"
25158127360,2025-07-02,CUSTOMER,FULL,1975-09-13,49,1988-01-12,37,280000,36,3,0,0,10078,"2025-07-02 17:44:47"
25158122391,2025-07-02,CUSTOMER,FULL,2002-08-28,22,1972-01-01,53,700000,48,4,0,0,7451,"2025-07-02 17:43:43"
25158129188,2025-07-02,CUSTOMER,FULL,1987-12-10,37,1992-04-13,33,2900000,60,5,0,0,52391,"2025-07-02 17:43:41"
25158039710,2025-07-02,CUSTOMER,FULL,1989-08-25,35,NULL,0,350000,36,3,0,0,3986,"2025-07-02 17:42:52"
25157681960,2025-06-27,CUSTOMER,FULL,1989-01-11,36,NULL,-1,500000,54,5,0,0,8898,"2025-07-02 17:42:45"
25157492146,2025-06-12,CUSTOMER,FULL,1988-05-08,37,NULL,-1,165000,23,2,0,0,1636,"2025-07-02 17:42:17"
8800189945,2025-07-02,CUSTOMER,FULL,1999-01-01,26,1975-01-01,50,699000,60,5,0,0,8768,"2025-07-02 17:41:28"
8800361134,2025-06-30,CUSTOMER,FULL,1989-10-06,35,1993-01-01,32,680000,60,5,0,0,11411,"2025-07-02 17:40:42"
8800118487,2025-07-02,CUSTOMER,FULL,2001-02-05,24,1980-01-01,45,810000,60,5,0,0,8717,"2025-07-02 17:40:32"
25158126932,2025-07-02,CUSTOMER,FULL,1992-01-01,33,NULL,0,370000,36,3,0,0,3825,"2025-07-02 17:40:28"
25158126873,2025-07-02,CUSTOMER,FULL,1980-08-06,44,NULL,0,1980000,84,7,0,0,82873,"2025-07-02 17:39:10"
25158043520,2025-07-02,CUSTOMER,FULL,1990-06-17,35,1998-03-24,27,5200000,58,5,0,0,83389,"2025-07-02 17:38:53"
25158086621,2025-07-02,CUSTOMER,FULL,2004-02-15,21,2002-01-28,23,784000,60,5,0,0,8197,"2025-07-02 17:38:50"
25156724944,2025-06-23,CUSTOMER,FULL,1989-01-01,36,NULL,-1,400000,36,3,0,0,4815,"2025-07-02 17:38:33"
25157630354,2025-06-23,CUSTOMER,FULL,1988-01-01,37,1984-11-09,40,120000,35,3,0,0,1534,"2025-07-02 17:38:16"
8800312157,2025-06-18,CUSTOMER,FULL,1987-02-05,38,NULL,-1,900000,60,5,0,0,16430,"2025-07-02 17:37:55"
25158126928,2025-07-02,CO-APPLICANT,FULL,1965-01-01,60,1994-01-01,31,650000,42,4,0,0,7624,"2025-07-02 17:37:19"
25158129034,2025-07-02,CUSTOMER,FULL,1999-12-02,25,NULL,0,620000,72,6,0,0,8363,"2025-07-02 17:37:09"
8800292731,2025-06-26,CUSTOMER,FULL,1975-06-25,50,NULL,-1,750000,47,4,0,0,35931,"2025-07-02 17:36:55"
8800357357,2025-07-02,CUSTOMER,FULL,1992-01-01,33,NULL,0,4850000,58,5,0,0,70680,"2025-07-02 17:36:23"
25158042516,2025-07-02,CUSTOMER,FULL,1993-04-12,32,NULL,0,1050000,60,5,0,0,13233,"2025-07-02 17:35:29"
8800194835,2025-07-02,CUSTOMER,FULL,1991-05-05,34,NULL,0,467000,48,4,0,0,6068,"2025-07-02 17:35:22"
8800134802,2025-06-26,CUSTOMER,FULL,2003-12-03,21,1971-01-01,54,308000,42,4,0,0,2824,"2025-07-02 17:34:45"
25158039533,2025-07-02,CUSTOMER,FULL,1996-04-02,29,NULL,0,70000,24,2,0,0,500,"2025-07-02 17:34:31"
8800176357,2025-07-02,CUSTOMER,FULL,1994-06-07,31,NULL,0,400000,36,3,0,0,3654,"2025-07-02 17:34:13"
8800005785,2025-06-28,CUSTOMER,FULL,1983-04-10,42,NULL,-1,330000,36,3,0,0,6001,"2025-07-02 17:34:01"
8800324575,2025-07-02,CUSTOMER,FULL,1986-02-03,39,NULL,0,185000,16,2,0,0,2116,"2025-07-02 17:33:54"
25158102888,2025-07-02,CUSTOMER,FULL,2003-08-06,21,1973-07-06,51,900000,72,6,0,0,11714,"2025-07-02 17:32:35"
8800318544,2025-06-22,CUSTOMER,FULL,1994-01-20,31,NULL,-1,348000,48,4,0,0,3709,"2025-07-02 17:30:51"
25158129370,2025-07-02,CUSTOMER,FULL,1997-09-22,27,NULL,0,390000,35,3,0,0,3447,"2025-07-02 17:29:54"
25158127356,2025-07-02,CUSTOMER,FULL,1978-12-10,46,NULL,0,635000,60,5,0,0,25042,"2025-07-02 17:29:47"
8800170902,2025-06-05,CUSTOMER,FULL,1993-05-07,32,NULL,-1,1026000,60,5,0,0,12931,"2025-07-02 17:29:47"
25157922375,2025-06-30,CUSTOMER,FULL,1985-06-05,40,NULL,-1,400000,47,4,0,0,7529,"2025-07-02 17:29:33"
8800088970,2025-06-25,CUSTOMER,FULL,1987-06-06,38,NULL,-1,120000,36,3,0,0,1620,"2025-07-02 17:29:10"
25158068685,2025-07-02,CUSTOMER,FULL,1993-01-01,32,1991-01-01,34,650000,48,4,0,0,7103,"2025-07-02 17:28:54"
25158120298,2025-07-02,CUSTOMER,FULL,1965-01-01,60,1997-10-05,27,150000,12,1,0,0,8367,"2025-07-02 17:28:20"
25158034298,2025-07-02,CUSTOMER,FULL,1992-02-26,33,NULL,0,570000,45,4,0,0,7238,"2025-07-02 17:28:00"
25158045099,2025-07-02,CUSTOMER,FULL,1999-01-01,26,NULL,0,180000,18,2,0,0,1279,"2025-07-02 17:27:54"
25157665687,2025-06-25,CUSTOMER,FULL,2002-07-06,22,NULL,-1,273000,36,3,0,0,2185,"2025-07-02 17:27:17"
25157920965,2025-06-30,CUSTOMER,FULL,1989-08-17,35,1961-07-03,63,442661,60,5,0,0,7099,"2025-07-02 17:27:07"
8800390901,2025-07-02,CUSTOMER,FULL,1991-10-06,33,NULL,0,265000,36,3,0,0,2540,"2025-07-02 17:27:02"
25158041348,2025-07-02,CUSTOMER,FULL,1986-01-01,39,NULL,0,400000,36,3,0,0,5825,"2025-07-02 17:25:57"
25158128388,2025-07-02,CUSTOMER,FULL,1995-05-11,30,NULL,0,770000,59,5,0,0,9241,"2025-07-02 17:25:48"
25158069483,2025-07-02,CUSTOMER,FULL,1997-12-12,27,NULL,0,410000,36,3,0,0,3624,"2025-07-02 17:24:55"
25158042678,2025-07-02,CUSTOMER,FULL,1995-01-01,30,NULL,0,596782,48,4,0,0,6782,"2025-07-02 17:23:34"
8800297495,2025-07-02,CUSTOMER,FULL,1991-01-01,34,NULL,0,918000,60,5,0,0,14603,"2025-07-02 17:23:02"
8800331227,2025-07-02,CUSTOMER,FULL,2001-10-06,23,NULL,0,310000,36,3,0,0,2729,"2025-07-02 17:22:52"
25157676755,2025-06-26,CUSTOMER,FULL,1993-01-01,32,NULL,-1,600000,60,5,0,0,8695,"2025-07-02 17:22:51"
25158069377,2025-07-02,CUSTOMER,FULL,1977-02-22,48,NULL,0,641000,60,5,0,0,30422,"2025-07-02 17:22:41"
25157747147,2025-06-28,CUSTOMER,FULL,1992-06-13,33,1961-01-01,64,870000,48,4,0,0,9794,"2025-07-02 17:21:54"
25157634754,2025-06-23,CUSTOMER,FULL,1996-03-01,29,1999-09-16,25,575000,60,5,0,0,7545,"2025-07-02 17:21:20"
25157699241,2025-06-28,CUSTOMER,FULL,1995-06-07,30,NULL,-1,680000,60,5,0,0,9172,"2025-07-02 17:21:12"
25158038942,2025-07-02,CUSTOMER,FULL,1980-10-12,44,1991-08-12,33,1000000,72,6,0,0,36285,"2025-07-02 17:20:46"
25157816939,2025-06-29,CUSTOMER,FULL,1986-01-02,39,NULL,-1,215000,36,3,0,0,3103,"2025-07-02 17:20:24"
